EPA Facility ID,Has Accident,Accident Count,Accident History ID,Date of Accident,Time Accident Began,NAICS Code of Process Involved,NAICS Description,Release Duration (Hours),Release Duration (Minutes),Gas Release,Liquid Spill/Evaporation,Fire,Explosion,Uncontrolled/Runaway Reaction,Storage Vessel,Piping,Process Vessel,Transfer Hose,Valve,Pump,Joint,Other Release Source,Wind Speed,Wind Speed Units,Wind Direction,Temperature,Atmospheric Stability Class,Precipitation Present,Unknown Weather Conditions,Employee/Contractor Deaths,Public Responder Deaths,Public Deaths,Employee/Contractor Injuries,Public Responder Injuries,Public Injuries,On-Site Property Damage ($),Off-Site Deaths,Off-Site Hospitalizations,Off-Site Public Deaths,Off-Site Other Medical Treatments,Evacuated,Sheltered-in-Place,Off-Site Property Damage ($),Fish or Animal Kills,"Tree, Lawn, Shrub, or Crop Damage",Water Contamination,Soil Contamination,Other Environmental Damage,Initiating Event,Contributing - Equipment Failure,Contributing - Human Error,Contributing - Improper Procedures,Contributing - Overpressurization,Contributing - Upset Condition,Contributing - By-Pass Condition,Contributing - Maintenance Activity/Inactivity,Contributing - Process Design Failure,Contributing - Unsuitable Equipment,Contributing - Unusual Weather Condition,Contributing - Management Error,Contributing - Other,Off-Site Responders Notified,Change - Improved/Upgraded Equipment,Change - Revised Maintenance,Change - Revised Training,Change - Revised Operating Procedures,Change - New Process Controls,Change - New Mitigation Systems,Change - Revised Emergency Response Plan,Change - Changed Process,Change - Reduced Inventory,Change - None,Change - Other,Quantity Released (lbs),Percent Weight,Chemical Name,CAS Number,Flammable/Toxic
100000074091,Yes,2,2,Aug-11,15:40,31192,Coffee and Tea Manufacturing,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,9.2,Miles/h,SW,79,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,
100000085828,Yes,2,1,Aug-21,6:00,331314,Secondary Smelting and Alloying of,000,15,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,5,Miles/h,N,70,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
100000085828,Yes,2,2,Jan-21,10:30,331314,Secondary Smelting and Alloying of,001,00,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Miles/h,SSW,36,C,N/A,N/A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,100,Chlorine,7782-50-5,Toxic
100000090849,Yes,2,1,Nov-22,19:10,32518,Other Basic Inorganic Chemical,002,40,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,2,Miles/h,NE,40,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,91,49,Titanium tetrachloride  [Titanium,7550-45-0,Toxic
100000090849,Yes,2,2,Aug-20,20:14,32518,Other Basic Inorganic Chemical,000,21,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,1,Miles/h,NE,80,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,2,2,1000,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,660,100,Titanium tetrachloride  [Titanium,7550-45-0,Toxic
100000092847,Yes,1,1,Aug-22,14:20,311612,Meat Processed from Carcasses,001,45,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,23,Miles/h,W,90,E,N/A,N/A,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,N/A,N/A,N/A,Yes,N/A,Human Error,N/A,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2906,5,Ammonia (conc 20% or greater),7664-41-7,Toxic
100000129648,Yes,1,1,Mar-02,10:15,325211,Plastics Material and Resin,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Release was from an instrument tube,,Miles/h,N/A,,D,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,"No, not notified",Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000130743,Yes,1,1,Sep-00,1:10,31151,Dairy Product (except Frozen),000,10,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Evaporator,,Meters/second,N/A,,N,N/A,Yes,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,100,Ammonia (anhydrous),7664-41-7,Toxic
100000148164,Yes,1,1,Feb-19,6:55,31199,All Other Food Manufacturing,000,10,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Replaced o-ring,2,100,Ammonia (anhydrous),7664-41-7,Toxic
100000151444,Yes,4,1,Jun-19,2:00,325211,Plastics Material and Resin,003,00,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1,Miles/h,W,75,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,A hydrolysis reaction occurred in,,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Added high temperature and pressure,87,100,"Epichlorohydrin  [Oxirane,",106-89-8,Toxic
100000151444,Yes,4,2,Apr-18,10:00,325211,Plastics Material and Resin,000,01,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Operator overfilled a metal tote,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Replaced metal totes with plastic totes,50,100,"Epichlorohydrin  [Oxirane,",106-89-8,Toxic
100000151444,Yes,4,3,Apr-18,19:50,325211,Plastics Material and Resin,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hose gasket failed during transfer,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hose gasket was replaced,5,100,"Epichlorohydrin  [Oxirane,",106-89-8,Toxic
100000151444,Yes,4,4,Jan-17,5:45,325211,Plastics Material and Resin,003,00,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,11,Miles/h,E,20,N,Yes,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,100,"Epichlorohydrin  [Oxirane,",106-89-8,Toxic
100000193471,Yes,2,1,May-11,5:15,32512,Industrial Gas Manufacturing,000,37,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pipe fitting,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,7,100,Diborane,19287-45-7,Toxic
100000193471,Yes,2,2,Jul-09,15:30,32512,Industrial Gas Manufacturing,000,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,NW,80,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,80,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100,"Boron trifluoride  [Borane, trifluoro-]",7/2/7637,Toxic
100000200935,Yes,4,1,Aug-21,7:00,42469,Other Chemical and Allied Products,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Acetylene  [Ethyne],74-86-2,Flammable
100000200935,Yes,4,2,Jan-19,1:00,42469,Other Chemical and Allied Products,000,15,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Gas cylinder,10,Miles/h,S,30,E,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,,Acetylene  [Ethyne],74-86-2,Flammable
100000200935,Yes,4,3,Aug-17,21:45,42469,Other Chemical and Allied Products,000,01,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,500,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Acetylene  [Ethyne],74-86-2,Flammable
100000200935,Yes,4,4,Aug-16,17:20,42469,Other Chemical and Allied Products,000,30,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,10,Miles/h,SW,82,D,Yes,N/A,0,0,0,1,0,0,1000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,,Acetylene  [Ethyne],74-86-2,Flammable
100000030566,Yes,1,1,Jul-08,21:43,325193,Ethyl Alcohol Manufacturing,000,12,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,
100000063487,Yes,2,1,May-19,15:45,32411,Petroleum Refineries,000,13,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,3,Miles/h,W,75,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,N/A,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,Yes,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,1,100,Hydrogen fluoride/Hydrofluoric acid,7664-39-3,Toxic
100000063487,Yes,2,2,May-19,8:07,32411,Petroleum Refineries,000,12,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,1.6,Miles/h,W,41,B,Yes,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,
100000064351,Yes,1,1,Jun-22,10:30,21113,Natural Gas Extraction,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Acid Gas Compressor,10,Miles/h,W,80,E,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,20,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,,,,,
100000151426,Yes,1,1,Oct-19,23:52,32411,Petroleum Refineries,000,26,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,E,53,E,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,,Flammable Mixture,00-11-1,Flammable
100000154343,Yes,1,1,Nov-08,5:00,22132,Sewage Treatment Facilities,000,20,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000057733,Yes,1,1,Aug-15,12:28,333611,Turbine and Turbine Generator Set,010,02,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,8,Miles/h,N,82,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,200,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,Yes,N/A,Yes,Yes,N/A,N/A,Yes,N/A,Yes,N/A,,Yes,N/A,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,,,,,
100000115172,Yes,1,1,Mar-03,13:00,22132,Sewage Treatment Facilities,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Solution Line,10,Knots,SW,50,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Chlorine,7782-50-5,Toxic
100000133875,Yes,1,1,Aug-18,15:15,42469,Other Chemical and Allied Products,000,05,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Meters/second,N,77,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000181625,Yes,2,1,Dec-21,4:00,221112,Fossil Fuel Electric Power Generation,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pressure relief valve,3,Miles/h,W,34,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,531,100,Ammonia (anhydrous),7664-41-7,Toxic
100000181625,Yes,2,2,Dec-21,20:00,221112,Fossil Fuel Electric Power Generation,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pressure relief valve,15,Miles/h,N,46,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,
100000044846,Yes,1,1,Feb-23,9:45,22131,Water Supply and Irrigation Systems,000,01,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Miles/h,WSW,36,N,N/A,N/A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Chlorine,7782-50-5,Toxic
100000048209,Yes,1,1,Apr-18,18:41,311615,Poultry Processing,000,10,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Miles/h,W,34,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vessel was not used and was removed,641,100,Ammonia (anhydrous),7664-41-7,Toxic
100000051294,Yes,1,1,Apr-02,4:30,325314,Fertilizer (Mixing Only) Manufacturing,002,00,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,5,Miles/h,SW,50,N,N/A,N/A,0,0,0,0,0,0,1295,0,0,0,0,6,0,300,N/A,Yes,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vandalism - attempted ammonia theft,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Heightened security fence,16191,100,Ammonia (anhydrous),7664-41-7,Toxic
100000063003,Yes,1,1,Jun-13,11:00,331314,Secondary Smelting and Alloying of,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Flexible connection,12,Miles/h,NE,58,D,Yes,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
100000099127,Yes,2,1,Nov-16,23:00,22131,Water Supply and Irrigation Systems,002,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,150 lbs. chlorine gas container,17,Miles/h,W,28,F,N/A,N/A,0,0,0,0,0,0,2400000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rebuild U.V. Facility,35,100,Chlorine,7782-50-5,Toxic
100000099127,Yes,2,2,Nov-16,17:00,22131,Water Supply and Irrigation Systems,004,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,150 lbs. chlorine gas container,28,Miles/h,WNW,52,C,Yes,N/A,0,0,0,1,0,0,2400000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown,,,,,,,,,,,,,,,,,
100000108821,Yes,1,1,Dec-18,13:18,325199,All Other Basic Organic Chemical,000,01,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
100000109269,Yes,2,1,Jun-19,13:45,322121,Paper (except Newsprint) Mills,000,02,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Railcar,,N/A,N/A,79,N,N/A,N/A,0,0,0,2,0,0,0,0,0,0,2,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Ammonia (anhydrous),7664-41-7,Toxic
100000109269,Yes,2,2,May-19,10:25,22131,Water Supply and Irrigation Systems,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,,N/A,N/A,64,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",,,,,,,,,,,,,,,,
100000114547,Yes,1,1,May-17,10:47,32518,Other Basic Inorganic Chemical,000,05,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,8,Miles/h,SE,52,D,N/A,N/A,0,0,0,2,0,0,0,0,0,0,2,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100,Chlorine,7782-50-5,Toxic
100000115341,Yes,2,1,May-23,12:20,32518,Other Basic Inorganic Chemical,000,51,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Compressor Seal,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,"No, not notified",N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,2,100,Chlorine,7782-50-5,Toxic
100000115341,Yes,2,2,May-21,9:45,32518,Other Basic Inorganic Chemical,000,02,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,At flange connection - note the quantity,6,Miles/h,NNW,50,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
100000129336,Yes,1,1,Feb-05,7:30,332919,Other Metal Valve and Pipe Fitting,004,00,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,4.8,Miles/h,SSW,40,C,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,50,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000132527,Yes,1,1,Feb-99,11:00,334412,Bare Printed Circuit Board,000,03,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,2,100,Chlorine,7782-50-5,Toxic
100000139183,Yes,2,1,Apr-09,19:30,31151,Dairy Product (except Frozen),000,40,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,35,N,Yes,N/A,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,42,100,Ammonia (anhydrous),7664-41-7,Toxic
